deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,risk_score,risk_category
D04486,2023-12-16,2024-03-21,rep_4,EdTech,Europe,Core,Referral,Demo,5440,96,Won,52.2,Medium
D04487,2023-01-01,2023-02-22,rep_4,EdTech,APAC,Enterprise,Partner,Qualified,33416,52,Lost,54.6,Medium
D04488,2023-11-14,2024-02-09,rep_25,Ecommerce,North America,Enterprise,Referral,Qualified,37046,87,Lost,53.1,Medium
D04489,2024-03-07,2024-07-05,rep_13,EdTech,North America,Pro,Referral,Demo,7389,120,Lost,58.3,Medium
D04490,2023-06-12,2023-09-16,rep_21,HealthTech,India,Core,Inbound,Closed,14039,96,Lost,42.4,Medium
D04491,2024-03-25,2024-04-10,rep_22,HealthTech,India,Core,Referral,Proposal,6258,16,Won,51.0,Medium
D04492,2023-05-30,2023-07-02,rep_20,Ecommerce,Europe,Core,Inbound,Proposal,45639,33,Lost,43.5,Medium
D04493,2023-01-02,2023-04-27,rep_7,FinTech,APAC,Core,Outbound,Proposal,2273,115,Lost,52.5,Medium
D04494,2024-02-11,2024-05-26,rep_18,SaaS,North America,Pro,Referral,Closed,60404,105,Won,53.6,Medium
D04495,2023-01-23,2023-03-04,rep_4,Ecommerce,Europe,Core,Partner,Proposal,19484,40,Won,50.4,Medium
D04496,2023-01-17,2023-05-11,rep_21,SaaS,Europe,Pro,Outbound,Qualified,7231,114,Won,48.9,Medium
D04497,2023-10-18,2023-11-06,rep_25,Ecommerce,India,Pro,Inbound,Negotiation,3920,19,Lost,45.6,Medium
D04498,2023-11-16,2024-03-13,rep_22,SaaS,India,Enterprise,Inbound,Proposal,29503,118,Lost,55.3,Medium
D04499,2023-05-14,2023-08-17,rep_2,SaaS,Europe,Pro,Partner,Qualified,38927,95,Lost,54.8,Medium
D04500,2023-09-05,2023-11-16,rep_16,FinTech,Europe,Pro,Referral,Demo,6986,72,Lost,49.8,Medium
D04501,2023-04-16,2023-07-28,rep_19,EdTech,APAC,Core,Inbound,Negotiation,92322,103,Won,43.7,Medium
D04502,2023-08-22,2023-09-30,rep_24,SaaS,APAC,Enterprise,Inbound,Qualified,9272,39,Lost,50.7,Medium
D04503,2023-05-21,2023-05-29,rep_3,Ecommerce,North America,Core,Inbound,Negotiation,2588,8,Won,42.9,Medium
D04504,2023-05-22,2023-08-02,rep_22,HealthTech,APAC,Enterprise,Inbound,Demo,34307,72,Lost,56.8,Medium
D04505,2023-01-05,2023-05-03,rep_11,HealthTech,India,Core,Partner,Proposal,4329,118,Lost,52.6,Medium
D04506,2024-03-07,2024-04-29,rep_18,Ecommerce,North America,Core,Inbound,Closed,4224,53,Won,49.9,Medium
D04507,2023-11-10,2023-12-11,rep_4,Ecommerce,India,Core,Inbound,Proposal,39090,31,Lost,44.6,Medium
D04508,2023-02-19,2023-06-19,rep_20,Ecommerce,APAC,Core,Referral,Qualified,11836,120,Lost,52.4,Medium
D04509,2024-02-21,2024-03-08,rep_3,FinTech,North America,Core,Inbound,Closed,14765,16,Won,42.1,Medium
D04510,2023-03-26,2023-07-01,rep_19,Ecommerce,APAC,Pro,Referral,Negotiation,8375,97,Won,50.0,Medium
D04511,2023-11-30,2024-02-04,rep_13,SaaS,APAC,Core,Partner,Demo,91873,66,Lost,52.1,Medium
D04512,2023-05-04,2023-06-19,rep_9,SaaS,North America,Pro,Outbound,Negotiation,3391,46,Won,49.9,Medium
D04513,2023-09-20,2023-12-22,rep_12,FinTech,APAC,Core,Inbound,Closed,17361,93,Lost,44.3,Medium
D04514,2023-08-12,2023-10-27,rep_3,FinTech,India,Core,Referral,Demo,13428,76,Won,48.3,Medium
D04515,2023-05-27,2023-06-18,rep_19,SaaS,North America,Pro,Partner,Negotiation,17551,22,Lost,50.1,Medium
D04516,2023-06-22,2023-07-10,rep_14,EdTech,Europe,Enterprise,Partner,Closed,6857,18,Lost,50.4,Medium
D04517,2023-03-13,2023-04-06,rep_9,SaaS,India,Enterprise,Outbound,Demo,10100,24,Won,50.8,Medium
D04518,2023-10-18,2024-01-01,rep_21,Ecommerce,Europe,Pro,Partner,Qualified,40305,75,Won,49.7,Medium
D04519,2024-02-01,2024-02-21,rep_10,EdTech,India,Enterprise,Inbound,Qualified,3998,20,Lost,50.2,Medium
D04520,2023-05-06,2023-05-26,rep_7,FinTech,Europe,Pro,Inbound,Qualified,5110,20,Won,49.9,Medium
D04521,2023-04-23,2023-05-02,rep_10,EdTech,Europe,Core,Partner,Negotiation,11455,9,Won,51.6,Medium
D04522,2023-05-08,2023-07-13,rep_22,SaaS,Europe,Enterprise,Outbound,Proposal,19106,66,Lost,54.7,Medium
D04523,2023-09-02,2023-11-08,rep_19,Ecommerce,India,Enterprise,Referral,Proposal,7411,67,Won,47.6,Medium
D04524,2023-11-10,2024-01-30,rep_22,SaaS,India,Enterprise,Partner,Negotiation,15370,81,Lost,57.0,Medium
D04525,2023-02-09,2023-02-24,rep_20,Ecommerce,India,Core,Referral,Closed,15337,15,Won,42.9,Medium
D04526,2023-12-28,2024-02-24,rep_15,FinTech,North America,Enterprise,Partner,Qualified,6626,58,Won,54.2,Medium
D04527,2023-09-13,2023-10-30,rep_4,FinTech,Europe,Pro,Inbound,Qualified,4917,47,Won,47.4,Medium
D04528,2024-01-10,2024-02-22,rep_8,HealthTech,Europe,Enterprise,Inbound,Demo,94700,43,Won,42.0,Medium
D04529,2024-02-18,2024-04-03,rep_24,SaaS,India,Pro,Partner,Negotiation,14656,45,Won,52.1,Medium
D04530,2024-03-25,2024-05-23,rep_17,SaaS,APAC,Core,Inbound,Closed,2324,59,Lost,45.8,Medium
D04531,2023-03-02,2023-04-25,rep_7,Ecommerce,North America,Pro,Partner,Qualified,51441,54,Lost,57.6,Medium
D04532,2023-09-22,2023-11-19,rep_6,EdTech,APAC,Enterprise,Partner,Negotiation,5295,58,Won,55.2,Medium
D04533,2023-12-31,2024-02-24,rep_21,SaaS,India,Pro,Inbound,Negotiation,15306,55,Lost,43.2,Medium
D04534,2023-09-23,2023-12-24,rep_3,Ecommerce,APAC,Enterprise,Partner,Qualified,80230,92,Won,51.2,Medium
D04535,2023-05-23,2023-06-05,rep_6,EdTech,APAC,Core,Referral,Proposal,86710,13,Won,46.7,Medium
D04536,2023-11-08,2024-02-28,rep_18,Ecommerce,India,Core,Inbound,Proposal,15008,112,Won,53.7,Medium
D04537,2023-10-03,2023-12-16,rep_23,Ecommerce,Europe,Pro,Referral,Negotiation,42124,74,Won,49.9,Medium
D04538,2023-08-26,2023-10-08,rep_15,HealthTech,Europe,Enterprise,Inbound,Demo,16484,43,Lost,51.3,Medium
D04539,2023-11-24,2024-02-05,rep_11,EdTech,North America,Core,Partner,Negotiation,9713,73,Lost,52.3,Medium
D04540,2023-05-22,2023-08-17,rep_20,Ecommerce,North America,Enterprise,Referral,Negotiation,65025,87,Lost,47.5,Medium
D04541,2023-11-04,2024-02-19,rep_11,HealthTech,North America,Core,Inbound,Proposal,15241,107,Lost,50.7,Medium
D04542,2023-09-06,2023-10-08,rep_12,SaaS,Europe,Core,Outbound,Demo,9709,32,Won,47.1,Medium
D04543,2023-10-22,2024-01-17,rep_12,EdTech,APAC,Enterprise,Outbound,Qualified,15336,87,Lost,51.6,Medium
D04544,2023-06-17,2023-10-10,rep_12,Ecommerce,APAC,Core,Referral,Closed,57842,115,Lost,44.9,Medium
D04545,2023-06-07,2023-07-03,rep_17,HealthTech,Europe,Core,Outbound,Demo,11539,26,Lost,50.4,Medium
D04546,2023-03-07,2023-03-20,rep_2,Ecommerce,Europe,Pro,Partner,Negotiation,58347,13,Won,47.8,Medium
D04547,2023-03-22,2023-06-28,rep_14,FinTech,India,Pro,Outbound,Negotiation,56515,98,Won,48.3,Medium
D04548,2023-08-13,2023-09-10,rep_24,SaaS,APAC,Pro,Outbound,Qualified,2450,28,Won,50.4,Medium
D04549,2024-02-09,2024-03-09,rep_2,Ecommerce,India,Enterprise,Inbound,Proposal,75374,29,Won,43.2,Medium
D04550,2023-12-11,2024-03-19,rep_22,EdTech,Europe,Core,Referral,Proposal,16863,99,Lost,55.8,Medium
D04551,2023-05-09,2023-07-29,rep_2,SaaS,India,Pro,Referral,Demo,2591,81,Lost,51.2,Medium
D04552,2024-01-18,2024-01-29,rep_12,FinTech,India,Pro,Inbound,Qualified,5374,11,Won,43.5,Medium
D04553,2023-11-05,2023-12-30,rep_17,Ecommerce,APAC,Core,Inbound,Proposal,3464,55,Lost,48.5,Medium
D04554,2023-05-19,2023-08-20,rep_2,EdTech,Europe,Core,Inbound,Negotiation,4215,93,Lost,47.2,Medium
D04555,2023-08-22,2023-10-26,rep_20,EdTech,Europe,Enterprise,Referral,Closed,17197,65,Won,47.2,Medium
D04556,2023-09-07,2023-10-21,rep_25,Ecommerce,India,Enterprise,Referral,Negotiation,7960,44,Won,47.7,Medium
D04557,2023-04-20,2023-06-30,rep_7,FinTech,APAC,Core,Outbound,Qualified,6226,71,Lost,52.8,Medium
D04558,2023-04-17,2023-06-30,rep_11,FinTech,APAC,Pro,Inbound,Negotiation,10423,74,Won,47.7,Medium
D04559,2023-07-23,2023-10-21,rep_13,SaaS,APAC,Pro,Inbound,Closed,56524,90,Won,49.2,Medium
D04560,2023-05-23,2023-09-15,rep_24,EdTech,APAC,Enterprise,Partner,Negotiation,7840,115,Won,56.3,Medium
D04561,2023-03-08,2023-05-13,rep_2,HealthTech,North America,Pro,Referral,Negotiation,97067,66,Lost,45.9,Medium
D04562,2023-02-09,2023-05-21,rep_3,FinTech,Europe,Enterprise,Referral,Negotiation,82073,101,Won,43.9,Medium
D04563,2023-12-05,2024-03-18,rep_24,FinTech,APAC,Core,Referral,Closed,5004,104,Lost,48.0,Medium
D04564,2023-08-27,2023-12-22,rep_11,FinTech,Europe,Pro,Referral,Qualified,18817,117,Won,51.6,Medium
D04565,2024-02-03,2024-05-25,rep_22,EdTech,APAC,Pro,Inbound,Negotiation,15390,112,Lost,57.3,Medium
D04566,2023-05-31,2023-08-14,rep_2,Ecommerce,APAC,Pro,Outbound,Closed,31144,75,Lost,49.4,Medium
D04567,2023-04-01,2023-07-27,rep_3,Ecommerce,APAC,Core,Outbound,Qualified,5311,117,Won,51.5,Medium
D04568,2023-06-27,2023-09-19,rep_13,SaaS,APAC,Core,Outbound,Qualified,43402,84,Lost,52.4,Medium
D04569,2023-03-08,2023-07-05,rep_3,SaaS,India,Pro,Referral,Proposal,52343,119,Lost,49.7,Medium
D04570,2023-07-19,2023-08-06,rep_22,EdTech,APAC,Enterprise,Outbound,Demo,5066,18,Lost,56.0,Medium
D04571,2023-08-12,2023-10-13,rep_2,SaaS,Europe,Enterprise,Outbound,Proposal,6794,62,Won,49.0,Medium
D04572,2023-08-30,2023-11-10,rep_6,Ecommerce,India,Enterprise,Referral,Closed,66095,72,Won,47.5,Medium
D04573,2023-07-15,2023-10-12,rep_14,EdTech,Europe,Core,Inbound,Proposal,83088,89,Lost,47.1,Medium
D04574,2023-01-26,2023-02-25,rep_23,Ecommerce,North America,Pro,Referral,Demo,21772,30,Lost,53.7,Medium
D04575,2024-03-23,2024-03-30,rep_3,EdTech,Europe,Enterprise,Inbound,Negotiation,6590,7,Lost,44.1,Medium
D04576,2023-04-21,2023-08-08,rep_19,HealthTech,Europe,Enterprise,Referral,Demo,85381,109,Lost,46.9,Medium
D04577,2024-01-06,2024-04-12,rep_16,Ecommerce,Europe,Enterprise,Outbound,Demo,17348,97,Lost,52.5,Medium
D04578,2024-01-09,2024-04-18,rep_5,EdTech,North America,Enterprise,Referral,Demo,95249,100,Lost,50.3,Medium
D04579,2023-03-31,2023-07-18,rep_4,Ecommerce,North America,Enterprise,Inbound,Closed,65301,109,Lost,47.4,Medium
D04580,2023-10-29,2024-02-15,rep_9,FinTech,Europe,Core,Referral,Qualified,90026,109,Lost,46.8,Medium
D04581,2024-01-06,2024-02-04,rep_16,EdTech,APAC,Core,Referral,Demo,4201,29,Won,49.1,Medium
D04582,2023-09-08,2023-10-14,rep_5,FinTech,APAC,Pro,Outbound,Demo,7648,36,Lost,50.7,Medium
D04583,2023-03-16,2023-05-02,rep_19,Ecommerce,APAC,Pro,Inbound,Demo,2789,47,Won,48.9,Medium
D04584,2023-02-13,2023-05-21,rep_18,Ecommerce,Europe,Pro,Partner,Qualified,19506,97,Lost,60.3,Medium
D04585,2024-03-25,2024-04-14,rep_24,EdTech,India,Pro,Outbound,Qualified,75849,20,Won,47.9,Medium
D04586,2023-11-25,2024-02-13,rep_17,FinTech,Europe,Core,Inbound,Qualified,28611,80,Won,48.7,Medium
D04587,2023-08-21,2023-09-16,rep_18,EdTech,India,Pro,Partner,Qualified,96408,26,Won,53.1,Medium
D04588,2024-03-16,2024-03-29,rep_11,FinTech,India,Pro,Referral,Closed,96060,13,Lost,38.1,Medium
D04589,2023-11-29,2024-03-26,rep_13,Ecommerce,India,Pro,Inbound,Closed,7079,118,Won,50.6,Medium
D04590,2024-01-15,2024-02-14,rep_12,FinTech,APAC,Core,Referral,Closed,60153,30,Won,40.4,Medium
D04591,2023-12-08,2023-12-15,rep_20,FinTech,India,Core,Referral,Proposal,3614,7,Lost,42.2,Medium
D04592,2023-04-12,2023-05-04,rep_5,FinTech,Europe,Enterprise,Partner,Demo,5845,22,Lost,51.1,Medium
D04593,2023-03-09,2023-06-06,rep_3,SaaS,North America,Core,Partner,Closed,7870,89,Won,50.5,Medium
D04594,2023-08-16,2023-09-18,rep_19,EdTech,Europe,Enterprise,Partner,Demo,24096,33,Won,52.2,Medium
D04595,2023-01-08,2023-03-20,rep_10,EdTech,Europe,Enterprise,Partner,Qualified,3926,71,Lost,56.7,Medium
D04596,2023-02-14,2023-03-20,rep_8,FinTech,India,Core,Inbound,Proposal,46444,34,Won,41.3,Medium
D04597,2023-07-14,2023-08-19,rep_23,EdTech,APAC,Core,Outbound,Qualified,13705,36,Lost,51.5,Medium
D04598,2023-11-24,2024-02-20,rep_14,SaaS,Europe,Enterprise,Outbound,Negotiation,3362,88,Lost,50.2,Medium
D04599,2023-01-17,2023-03-15,rep_11,SaaS,North America,Core,Partner,Proposal,97577,57,Lost,47.3,Medium
D04600,2023-06-27,2023-08-31,rep_25,SaaS,North America,Pro,Outbound,Qualified,95091,65,Won,48.6,Medium
D04601,2023-07-09,2023-08-22,rep_24,Ecommerce,APAC,Core,Outbound,Demo,9749,44,Lost,51.9,Medium
D04602,2023-04-22,2023-07-04,rep_13,FinTech,India,Core,Referral,Proposal,11654,73,Lost,48.6,Medium
D04603,2024-02-27,2024-03-06,rep_16,HealthTech,India,Pro,Inbound,Qualified,79333,8,Won,43.4,Medium
D04604,2023-03-07,2023-05-16,rep_8,FinTech,Europe,Core,Referral,Proposal,74736,70,Lost,42.2,Medium
D04605,2024-02-09,2024-04-23,rep_20,Ecommerce,Europe,Enterprise,Referral,Negotiation,20053,74,Lost,48.2,Medium
D04606,2023-08-17,2023-09-11,rep_20,HealthTech,North America,Enterprise,Inbound,Demo,9459,25,Lost,49.8,Medium
D04607,2023-11-27,2024-01-21,rep_13,EdTech,India,Pro,Inbound,Closed,18367,55,Lost,48.8,Medium
D04608,2024-02-03,2024-06-02,rep_4,Ecommerce,APAC,Pro,Inbound,Demo,18456,120,Won,55.5,Medium
D04609,2023-05-14,2023-07-10,rep_18,EdTech,North America,Core,Referral,Demo,58661,57,Lost,54.9,Medium
D04610,2023-03-06,2023-06-29,rep_19,FinTech,APAC,Core,Partner,Negotiation,12609,115,Won,50.6,Medium
D04611,2023-03-08,2023-04-29,rep_14,FinTech,Europe,Enterprise,Partner,Demo,18100,52,Lost,54.6,Medium
D04612,2023-11-27,2024-01-14,rep_5,SaaS,India,Pro,Outbound,Demo,6283,48,Won,51.2,Medium
D04613,2024-02-26,2024-06-22,rep_4,SaaS,India,Pro,Referral,Closed,67810,117,Won,47.5,Medium
D04614,2023-05-07,2023-07-18,rep_11,EdTech,Europe,Pro,Referral,Demo,5209,72,Won,52.3,Medium
D04615,2023-04-11,2023-06-10,rep_4,Ecommerce,APAC,Core,Partner,Negotiation,6117,60,Won,51.1,Medium
D04616,2023-11-02,2024-02-13,rep_14,SaaS,APAC,Enterprise,Outbound,Qualified,17920,103,Won,55.4,Medium
D04617,2023-11-07,2023-12-17,rep_23,HealthTech,APAC,Pro,Partner,Negotiation,99526,40,Lost,48.7,Medium
D04618,2023-03-04,2023-05-07,rep_10,SaaS,North America,Pro,Outbound,Qualified,7741,64,Lost,55.7,Medium
D04619,2023-02-06,2023-03-30,rep_13,HealthTech,APAC,Core,Partner,Negotiation,8543,52,Won,52.8,Medium
D04620,2023-09-11,2023-10-21,rep_21,Ecommerce,North America,Core,Partner,Negotiation,40825,40,Won,45.1,Medium
D04621,2023-05-09,2023-07-14,rep_19,SaaS,India,Pro,Inbound,Negotiation,79346,66,Won,42.7,Medium
D04622,2023-12-08,2024-03-06,rep_10,FinTech,India,Core,Outbound,Closed,2230,89,Won,46.9,Medium
D04623,2023-05-24,2023-09-11,rep_23,FinTech,India,Core,Outbound,Qualified,19901,110,Won,51.1,Medium
D04624,2023-10-16,2023-11-11,rep_20,FinTech,North America,Core,Partner,Demo,6813,26,Won,50.7,Medium
D04625,2023-01-23,2023-02-07,rep_6,SaaS,North America,Enterprise,Partner,Negotiation,12978,15,Lost,53.6,Medium
D04626,2023-07-09,2023-08-26,rep_1,EdTech,India,Pro,Referral,Closed,44613,48,Won,47.3,Medium
D04627,2023-12-26,2024-04-09,rep_13,HealthTech,Europe,Core,Outbound,Demo,16915,105,Won,54.4,Medium
D04628,2024-02-02,2024-05-27,rep_19,FinTech,Europe,Enterprise,Partner,Qualified,13038,115,Lost,52.8,Medium
D04629,2023-10-15,2023-11-16,rep_2,FinTech,India,Core,Referral,Demo,6580,32,Lost,46.8,Medium
D04630,2023-12-05,2024-03-19,rep_12,SaaS,Europe,Pro,Inbound,Demo,7418,105,Lost,50.9,Medium
D04631,2023-09-06,2023-12-09,rep_25,FinTech,India,Core,Outbound,Demo,11185,94,Lost,50.7,Medium
D04632,2024-03-01,2024-03-20,rep_14,HealthTech,Europe,Core,Inbound,Qualified,10614,19,Lost,48.5,Medium
D04633,2023-09-28,2023-11-22,rep_22,FinTech,North America,Core,Outbound,Qualified,7200,55,Lost,53.9,Medium
D04634,2023-10-05,2023-12-22,rep_22,EdTech,India,Enterprise,Partner,Demo,5269,78,Won,60.1,Medium
D04635,2023-05-03,2023-08-18,rep_21,HealthTech,APAC,Pro,Referral,Closed,4536,107,Won,46.4,Medium
D04636,2023-12-22,2024-01-21,rep_6,EdTech,North America,Enterprise,Outbound,Negotiation,94129,30,Lost,46.7,Medium
D04637,2023-04-29,2023-07-09,rep_16,EdTech,North America,Pro,Partner,Qualified,7103,71,Lost,55.5,Medium
D04638,2023-01-06,2023-03-31,rep_25,Ecommerce,Europe,Enterprise,Referral,Proposal,45067,84,Won,49.8,Medium
D04639,2023-11-12,2023-12-19,rep_23,Ecommerce,Europe,Core,Outbound,Negotiation,3929,37,Lost,46.5,Medium
D04640,2023-09-24,2023-10-24,rep_6,EdTech,India,Pro,Outbound,Qualified,58730,30,Won,51.3,Medium
D04641,2023-05-01,2023-07-18,rep_1,FinTech,North America,Enterprise,Inbound,Demo,63411,78,Won,49.6,Medium
D04642,2023-11-21,2024-02-25,rep_10,EdTech,APAC,Pro,Outbound,Proposal,67729,96,Lost,54.3,Medium
D04643,2023-01-03,2023-03-08,rep_7,HealthTech,Europe,Core,Referral,Qualified,9717,64,Won,53.4,Medium
D04644,2023-08-22,2023-10-10,rep_17,HealthTech,North America,Core,Outbound,Closed,10194,49,Lost,48.5,Medium
D04645,2023-04-01,2023-04-08,rep_5,SaaS,North America,Core,Outbound,Negotiation,2866,7,Lost,45.2,Medium
D04646,2024-01-21,2024-05-19,rep_12,FinTech,Europe,Pro,Outbound,Proposal,17755,119,Lost,49.0,Medium
D04647,2023-08-26,2023-09-09,rep_7,FinTech,Europe,Core,Partner,Demo,75882,14,Lost,50.4,Medium
D04648,2023-02-22,2023-04-29,rep_16,EdTech,India,Core,Inbound,Demo,5579,66,Won,48.5,Medium
D04649,2024-03-12,2024-04-14,rep_21,SaaS,APAC,Pro,Partner,Demo,65563,33,Won,48.4,Medium
D04650,2023-07-23,2023-08-19,rep_19,SaaS,APAC,Pro,Inbound,Qualified,62751,27,Won,45.9,Medium
D04651,2024-01-20,2024-03-05,rep_25,SaaS,Europe,Pro,Referral,Negotiation,3704,45,Lost,47.8,Medium
D04652,2023-05-30,2023-09-12,rep_14,SaaS,APAC,Enterprise,Partner,Negotiation,15019,105,Lost,56.3,Medium
D04653,2023-12-13,2024-02-21,rep_12,FinTech,India,Pro,Referral,Negotiation,35415,70,Lost,44.7,Medium
D04654,2023-05-24,2023-09-18,rep_11,SaaS,Europe,Pro,Referral,Qualified,96794,117,Won,48.2,Medium
D04655,2023-09-15,2023-11-19,rep_16,SaaS,APAC,Core,Inbound,Closed,14959,65,Won,45.7,Medium
D04656,2024-02-07,2024-05-23,rep_8,SaaS,Europe,Enterprise,Partner,Negotiation,20881,106,Won,51.4,Medium
D04657,2023-01-17,2023-04-25,rep_21,HealthTech,North America,Enterprise,Outbound,Qualified,10330,98,Won,49.5,Medium
D04658,2023-04-03,2023-05-22,rep_19,EdTech,APAC,Enterprise,Referral,Demo,3510,49,Won,50.1,Medium
D04659,2024-03-25,2024-07-17,rep_10,SaaS,India,Pro,Referral,Qualified,14193,114,Won,56.4,Medium
D04660,2023-11-19,2023-12-07,rep_12,SaaS,Europe,Enterprise,Partner,Proposal,10155,18,Won,48.4,Medium
D04661,2023-04-25,2023-07-21,rep_19,SaaS,North America,Pro,Partner,Proposal,85565,87,Lost,49.9,Medium
D04662,2023-04-25,2023-06-15,rep_5,HealthTech,India,Enterprise,Partner,Proposal,98649,51,Lost,45.5,Medium
D04663,2023-02-10,2023-03-05,rep_3,Ecommerce,APAC,Enterprise,Referral,Closed,6680,23,Lost,45.5,Medium
D04664,2023-05-08,2023-08-21,rep_7,Ecommerce,North America,Enterprise,Inbound,Demo,12704,105,Won,57.9,Medium
D04665,2024-03-21,2024-04-03,rep_21,FinTech,India,Enterprise,Partner,Negotiation,62234,13,Won,41.1,Medium
D04666,2023-02-01,2023-02-11,rep_7,EdTech,APAC,Pro,Partner,Closed,18109,10,Lost,54.4,Medium
D04667,2023-03-28,2023-04-15,rep_10,FinTech,Europe,Enterprise,Referral,Closed,22188,18,Won,47.0,Medium
D04668,2023-06-14,2023-07-25,rep_11,FinTech,APAC,Pro,Inbound,Proposal,5811,41,Lost,46.9,Medium
D04669,2023-06-21,2023-10-19,rep_15,Ecommerce,North America,Pro,Referral,Proposal,17400,120,Won,55.6,Medium
D04670,2023-12-03,2023-12-13,rep_19,EdTech,North America,Core,Partner,Negotiation,32147,10,Lost,48.0,Medium
D04671,2024-02-22,2024-03-12,rep_20,EdTech,APAC,Enterprise,Partner,Negotiation,6439,19,Won,50.1,Medium
D04672,2023-10-03,2023-10-30,rep_5,HealthTech,India,Enterprise,Inbound,Closed,73638,27,Lost,40.7,Medium
D04673,2024-02-25,2024-04-19,rep_14,FinTech,Europe,Pro,Referral,Qualified,53007,54,Won,49.0,Medium
D04674,2023-03-05,2023-03-14,rep_1,SaaS,APAC,Pro,Referral,Demo,7829,9,Won,51.4,Medium
D04675,2023-10-26,2023-11-16,rep_7,SaaS,APAC,Enterprise,Referral,Proposal,54199,21,Won,50.5,Medium
D04676,2023-04-13,2023-05-16,rep_8,SaaS,India,Enterprise,Referral,Qualified,55202,33,Lost,44.9,Medium
D04677,2024-03-21,2024-03-28,rep_8,Ecommerce,APAC,Enterprise,Outbound,Demo,6225,7,Won,48.3,Medium
D04678,2023-04-17,2023-05-19,rep_1,Ecommerce,North America,Core,Referral,Negotiation,3926,32,Won,46.9,Medium
D04679,2023-09-15,2023-11-23,rep_16,SaaS,North America,Enterprise,Inbound,Closed,52202,69,Lost,45.2,Medium
D04680,2023-04-09,2023-07-11,rep_2,EdTech,APAC,Enterprise,Partner,Demo,3414,93,Lost,56.6,Medium
D04681,2023-12-04,2024-03-24,rep_25,SaaS,North America,Pro,Partner,Closed,9838,111,Lost,55.0,Medium
D04682,2023-10-28,2023-12-19,rep_20,SaaS,North America,Core,Outbound,Proposal,38511,52,Lost,47.9,Medium
D04683,2023-09-19,2023-11-02,rep_18,HealthTech,North America,Core,Referral,Qualified,4252,44,Won,54.0,Medium
D04684,2023-09-10,2023-12-12,rep_24,Ecommerce,Europe,Pro,Inbound,Proposal,4108,93,Won,50.7,Medium
D04685,2023-09-12,2023-10-17,rep_17,HealthTech,Europe,Core,Inbound,Negotiation,4846,35,Won,45.9,Medium
D04686,2023-11-18,2024-03-16,rep_18,EdTech,APAC,Pro,Outbound,Negotiation,83767,119,Won,54.5,Medium
D04687,2023-02-11,2023-03-01,rep_2,SaaS,Europe,Core,Outbound,Demo,8142,18,Won,48.3,Medium
D04688,2023-05-18,2023-05-26,rep_22,HealthTech,India,Core,Outbound,Proposal,14184,8,Lost,51.1,Medium
D04689,2023-03-01,2023-06-12,rep_4,HealthTech,APAC,Pro,Referral,Qualified,25744,103,Lost,54.7,Medium
D04690,2023-10-05,2024-01-08,rep_19,FinTech,APAC,Enterprise,Partner,Demo,23546,95,Lost,54.2,Medium
D04691,2023-07-02,2023-08-12,rep_15,HealthTech,APAC,Pro,Referral,Closed,56438,41,Lost,47.9,Medium
D04692,2024-03-07,2024-04-01,rep_5,FinTech,India,Pro,Referral,Proposal,12732,25,Lost,46.8,Medium
D04693,2023-04-29,2023-07-17,rep_10,EdTech,APAC,Pro,Referral,Qualified,12307,79,Won,57.0,Medium
D04694,2023-12-22,2024-04-09,rep_6,EdTech,Europe,Enterprise,Referral,Proposal,16467,109,Won,55.0,Medium
D04695,2023-06-02,2023-07-27,rep_8,FinTech,India,Enterprise,Partner,Proposal,2140,55,Won,46.8,Medium
D04696,2023-03-21,2023-04-06,rep_20,Ecommerce,APAC,Pro,Outbound,Closed,9604,16,Won,46.4,Medium
D04697,2023-11-12,2023-12-16,rep_12,EdTech,Europe,Core,Partner,Qualified,77841,34,Lost,46.4,Medium
D04698,2023-03-01,2023-03-29,rep_9,FinTech,Europe,Pro,Referral,Demo,46681,28,Lost,48.9,Medium
D04699,2023-03-12,2023-04-11,rep_3,SaaS,India,Pro,Outbound,Proposal,10395,30,Won,47.3,Medium
D04700,2024-02-26,2024-05-04,rep_8,SaaS,India,Pro,Outbound,Demo,7527,68,Won,50.2,Medium
D04701,2023-04-26,2023-06-19,rep_21,Ecommerce,APAC,Pro,Outbound,Demo,64757,54,Won,46.5,Medium
D04702,2023-08-01,2023-09-05,rep_4,FinTech,APAC,Enterprise,Inbound,Proposal,16641,35,Won,47.3,Medium
D04703,2023-09-28,2023-10-20,rep_4,Ecommerce,Europe,Pro,Outbound,Closed,6928,22,Lost,46.1,Medium
D04704,2024-02-04,2024-05-03,rep_24,EdTech,APAC,Core,Partner,Closed,46276,89,Won,52.1,Medium
D04705,2023-04-11,2023-05-12,rep_5,FinTech,APAC,Core,Outbound,Negotiation,32948,31,Won,45.4,Medium
D04706,2023-04-05,2023-05-19,rep_21,FinTech,India,Core,Inbound,Closed,3605,44,Won,37.4,Medium
D04707,2023-07-12,2023-08-12,rep_21,Ecommerce,Europe,Pro,Partner,Closed,4403,31,Won,44.6,Medium
D04708,2023-09-03,2023-11-13,rep_3,HealthTech,APAC,Pro,Referral,Demo,6692,71,Won,52.8,Medium
D04709,2023-11-04,2023-11-20,rep_16,HealthTech,APAC,Pro,Partner,Demo,94567,16,Won,49.1,Medium
D04710,2023-04-01,2023-04-12,rep_18,HealthTech,North America,Core,Referral,Demo,17550,11,Won,54.5,Medium
